USA-IDO-IND, Tired of Paying Rent        Location FREE  its NOT ok to contact this poster with services or other commercial interests    PostingID3410190699     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum    two baby bunnies 11 weeks old I have two baby bunnies They are really sweet I have a cage and food available if needed There is a rehoming fee If you are interested in adopting please email me with a number and I can text you pictures and information regarding them Pick up inly I will not deleiver or meet     Location moorseville  its NOT ok to contact this poster with services or other commercial interests    PostingID3410178491     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum    CHILDCARE PRE SCHOOL PICK UP DROP OFF TRANSPORTATION    DROP OFF AND PICK UP  CHILDCARE  PRE SCHOOL  6500 A WEEK  FULL CURRICULLIAM IN ENGLISH AND SPANISH  317 8703996 WEST 317 7910960 SOUTH  ENROLLMENT SPECIAL   WEEKENDS OPEN      Location SOUTH  NORTH  its NOT ok to contact this poster with services or other commercial interests    PostingID3410178781     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum    Free Kittens These three kittens found their way to our home but they need good homes before winter Two black kittens and one silvergray tiger They are all friendly especially the one black kitten appears to be runt of litter Free just asking that they go to good homes  boxer 8 months old I have a 8 month old boxer i can no longer care for working 12 hour days He is a great dog He comes with a cage Big bag of food Both food and water bowl Big box of treats Leash  colar Chain leashand a blank for his cage De worming medicine No he does not have worms He is a great dog Loves kids I have three myself Just dont have time anymore  Small rehoming fee Text 3179993678 or call thanks lena Or for pictures     Location greenfield  its NOT ok to contact this poster with services or other commercial interests    PostingID3410145242     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum   
USA-PTT-POR, Radio Scanner It seems I might have misplaced my radio scanner headphone and a WAWA tote bag when leaving the Stuart air show on Nov 11  Please email n1sxl56yahoocom if you think you might known something     Location Stuart Air Show  its NOT ok to contact this poster with services or other commercial interests    PostingID3410194272     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum   
USA-CLS-COL, lob lolly pine straw i have a few acres of lots of pine strawlets make a deal u come get it and we both make some bucks ted  eight 0 three 894 7three seven 1     Location redbank  its NOT ok to contact this poster with services or other commercial interests    PostingID3410171419     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum    lob lolly pine straw i have a few acres of lots of pine strawlets make a deal u come get it and we both make some bucks ted  eight 0 three 894 7three seven 1     Location redbank  its NOT ok to contact this poster with services or other commercial interests    PostingID3410171419     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum    morgan silver dollar i have a 1887 0 Morgan for sale MS 65 2800 i am in the red bank area of lexington  Boxer Mix Puppies  I have 9 boxer mix puppies that need a new home They were born October 15th I know they arent really supposed to go yet but they are eatting solid food if it is moistened Only asking a 25 rehoming fee for each of them You can get two of them for 40 5 males and 4 females I will update this as I find homes for them Send Text Messages to 803 nine six zero 5718 
USA-SCR-PIT, Cub Cadet Riding Tractor NEW LOWERED PRICE 220000 DOWN TO 200000  Cub cadet 3184 lawn tractor 175 hrs 18 HP Kohler engine Runs great New PTO drive belts 46 inch cutting deck with heavy duty deck wheels Sharpened blades New front tire New fluids New air Filter New fuel filter It has power steering Low oil and fuel light High back seat Loaded tires for extra weight where you need it 3 bin cloth bagger included Hydrostatic transmission Email if interested or questions Serious people only Cash only     Location Scranton  its NOT ok to contact this poster with services or other commercial interests    PostingID3410174341     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum    Cub Cadet Riding Tractor NEW LOWERED PRICE 220000 DOWN TO 200000  Cub cadet 3184 lawn tractor 175 hrs 18 HP Kohler engine Runs great New PTO drive belts 46 inch cutting deck with heavy duty deck wheels Sharpened blades New front tire New fluids New air Filter New fuel filter It has power steering Low oil and fuel light High back seat Loaded tires for extra weight where you need it 3 bin cloth bagger included Hydrostatic transmission Email if interested or questions Serious people only Cash only     Location Scranton  its NOT ok to contact this poster with services or other commercial interests    PostingID3410174341     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum   
USA-CIN-CIN, I want the pocket Chihuahua If you have the pocket chihuahua can you please send pictures the add was flagged before I could see it I would love to have it What is your rehoming fee  Please get in touch with me soon      Location Please contact me asap  its NOT ok to contact this poster with services or other commercial interests    PostingID3410176967     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum    5 Month Old Pit Bull Puppy I have to move into an apartment and they dont allow animals This is the last thing I want to do and Ive thought long and hard about this decision I have a 5month old Pit Bull mix puppy I was told when I got him at 4 weeks old that he was full blooded pit bull but since hes not getting any bigger we think he has beagle in him His name is diesel  he has so much personality He loves to run around outside  can fetch balls  Frisbees He does the agility course at the dog park Diesel is potty trained  crate trained He is a inside dog there for he sleeps inside in his crate Weve taught him to sit  stay for treats as well to put his leash on I am asking for a rehoming fee of 5000 but will work with you if I feel he is going to a GREAT home Along with diesel I am sending his collar  leash I just purchased for him 2 weeks ago his crate and food for the first night if you need it I would prefer if he went to someone that had a farm or some type of acreage  or someone with a fenced in yard If you are interested please respond to this ad or calltxt me  8598166338 and ask for Stacey 61514 Thank you   Pictures are of him now  when i first got him I can send more pictures   Looking for Boxer for our family A family of 5 looking for an adult boxer to bring into our family Must be ok with small children ages 4 to 12 Must be ok with cats as we have an older lazy cat Must like other dogs our other family member all have dogs and we get together frequently  If you have a boxer that you feel would fit into our family please email me with details      Location western ohio  its NOT ok to contact this poster with services or other commercial interests    PostingID3410162414     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum   
USA-WAS-BAT, Found Dog Pit Mix Found Pit Mix Could be about 50 lbs  Really sweet dog Found with no tags Doesnt look hurt Please call me if this is your dog Gets along really well with my big black lab Ill be walking around the neighborhood tonight trying to find the owners so call if its yours  Naomi 4107360170     Location hamilton Marietta amp Loiuse  its NOT ok to contact this poster with services or other commercial interests    PostingID3410196475     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum   
USA-CHS-CHA, A home for the holidays Very affectionate 2  year old spayed female RottweilerHound mix looking for home that will welcome a large lap dog Emmie bonds quickly to her human and loves to do whatever youre doing If youre outside doing yard work shell play outside if youre sitting on the couch shell be sitting next to you if youre going for a car ride shell happily ride in the back seat and stick her head out the window and patiently wait for you while you run your errands Shes trustworthy to be kept in a fenced in yard while you work and shell greet you with a wag and a wiggle when you come home Emmie knows not to ever jump on her two legged friends She will make you smile when you feel sad keep you company when you are sick keep you warm when you are cold and keep you safe when you are alone excellent guard dog but shhhhh between you and me she wouldnt hurt a fly She gets along with other dogs entertains herself with her toys when youre too busy to play is crate trained and eager to learn new commands or tricks She was rescued from a high kill shelter in West Virginia a few months ago and is now ready to settle into a forever home Shes currently being fostered in my home and Ill be happy to answer any particular questions you have about her   Take a peek at her playing httpwwwyoutubecomwatchva5B7GMS1hc  
USA-ORL-ORL,  PAINTING B4 THE HOLIDAYS We do all the work personally and have 20 years of experience We have experience in all phases of painting and prep workWE take pride in my work as well as that of my crewand we do high quality work at a reasonable priceSo  Give us call for a free estimateWe will be happy to work around your schedule and set the estimate up at time that works for you  We look forward to hearing from youTODAY  Areas That we can paint but not Limited to    RESIDENTIAL HOMES PRIVATE HOMES  GARAGES  GARAGE FLOORS  APTS  REPAINTS  ACCENT WALLS  FAUX CONDO  CHURCHES WAREHOUSES OFFICES   MUCH MORE   Some additional services offered But not Limited to are   Move In Move Out Cleaning   Lanscaping   Handyman Services   Property Maintenance  Areas We Service   altamonte spring  casselberry winter springs tuskawilla  Oviedo  Winter Park  Heathrow  Lk Mary Sandford Maitland    Mobile  To Call 407 435  9196  Hours of Operation Monday  Friday 9 am to 7 pm Saturday  Sunday Call for availability    boxer bulldog mix Beautiful 1 yr old female boxer american bulldog mix she is housebroken  spayed utd on shots crate trained loves to go for rides good with kids other dogs no cats loves the beach would be great jogging companion Please call 3868048859 for more information 
USA-CHC-CHI, Ride needed today from Chico to Nevada City Hello I need a ride one way to Nevada City today 1114 or tomorrow  Today would be better  I have gas money    Thank you     Location ChicoOroville  its NOT ok to contact this poster with services or other commercial interests    PostingID3410190225     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum    Found parrot please reply via email only A client brought in a lost parrot today which is hand tame Identify it species and band number or identifying characteristics and confirm that it is yours and you can have it back      Location paradise  its NOT ok to contact this poster with services or other commercial interests    PostingID3410166197     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum    Maltese Puppies Puppiesregistered and vet checked prior to release for the puppies According to the puppy pack We are looking for puppies loving caring homes Puppies are still available  MISSING TAN FEMAILE MASTIFF HELLO I AM MISSING MY FEMALE TAN MASTIFF SHE MAY HAVE BEEN HIT BY A CAR ON HONEY RUNCENTERVILLE ROAD IF YOU HAVE SEEN HER OR HAVE ANY INFORMATION PLEASE CALL 5305196661 THANK YOU SO MUCH     Location CHICOBUTTE CREEK CANYON  its NOT ok to contact this poster with services or other commercial interests    PostingID3410146545     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum    MISSING TAN FEMAILE MASTIFF HELLO I AM MISSING MY FEMALE TAN MASTIFF SHE MAY HAVE BEEN HIT BY A CAR ON HONEY RUNCENTERVILLE ROAD IF YOU HAVE SEEN HER OR HAVE ANY INFORMATION PLEASE CALL 5305196661 THANK YOU SO MUCH     Location CHICOBUTTE CREEK CANYON  its NOT ok to contact this poster with services or other commercial interests    PostingID3410146545     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum   
USA-LIN-LIN, Can anyone help Can anyone possibly help me and my family somehow get food or donate food to us We do not have any money right now and we are completly out of food We wont get our new food stamp card until next week And I dont get paid until Friday All we need is just enough food to get us through until Friday If you have any food you can drop off please email me and let me know Or you can also drop it off to our house We live at 1724 L st Apt 1F Thankyou     Location Downtown Lincoln  its NOT ok to contact this poster with services or other commercial interests    PostingID3410135511     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum   
USA-ELP-ELP, Jack Russell Terrier Hello i have a baby Jack Russell 2 12 months old boy Need to go to a good home More info please text at 5122288599     Location West side El Paso  its NOT ok to contact this poster with services or other commercial interests    PostingID3410197701     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum    cane corso presa canario  5 month old female cane corso presa canario mix She had all her shots and been dewormed There is a 100 obo rehoming fee Call or text 5754303453 for more info   great dane puppies great dane pups for sale purebred  300  please call or text 9152433837   DINING TABLES AND CHAIRS OVAL SHAPE 3ft X 5ft DINING TABLE WITH 4 CHAIRS ASKING PRICE 150 OBO  firewood northeast el paso Firewood dried and cured Reasonable price Delivery available split or unsplit Contact Will 915 2769244     Location northeast el paso  its NOT ok to contact this poster with services or other commercial interests    PostingID3410170397     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum    DINING TABLES AND CHAIRS OVAL SHAPE 3ft X 5ft DINING TABLE WITH 4 CHAIRS ASKING PRICE 150 OBO  firewood northeast el paso Firewood dried and cured Reasonable price Delivery available split or unsplit Contact Will 915 2769244     Location northeast el paso  its NOT ok to contact this poster with services or other commercial interests    PostingID3410170397     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum    kitties fareast I have female and male 3month old kitties in need of a loving home I would love to keep them but Im pregnant and cant afford to have to many pets in my home If interested text me at 9153835065   cute dachshund mix I have to rehome my cute dachshund mix He is a little over a year old fixed up to date with his shots micro chipped and full house trained I have 3 children and he loves kids of all ages I am asking 50 dollars re homing fee Pls call or text 915 861 0631     Location Fort Bliss  its NOT ok to contact this poster with services or other commercial interests    PostingID3410156105     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum     BULLDOG PUPPIES  PERFECT XMAS GIFTS  FIRST COME FIRST SERVE I have Olde English Bulldoggies Thick beautiful pups come from a great bloodline 1st shots Registered REDUCED TO 1000   3 MALES LEFT I want them gone this week KIDS JUST LOVE THEM They would make excellent Christmas gifts  If interested text me on my cell 9201840 SERIOUS INJUIRES ONLY I will not go any lower         Location eastside  its NOT ok to contact this poster with services or other commercial interests    PostingID3410145692     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum     BULLDOG PUPPIES  PERFECT XMAS GIFTS  FIRST COME FIRST SERVE I have Olde English Bulldoggies Thick beautiful pups come from a great bloodline 1st shots Registered REDUCED TO 1000   3 MALES LEFT I want them gone this week KIDS JUST LOVE THEM They would make excellent Christmas gifts  If interested text me on my cell 9201840 SERIOUS INJUIRES ONLY I will not go any lower         Location eastside  its NOT ok to contact this poster with services or other commercial interests    PostingID3410145692     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum   
USA-FAA-FAY, min pin male 6 mths I have a 6 month old male min pin He has tail cut and upper claws have been removed I am looking for a good family for him He is great with kids and has alot of energy He his black and tan and has papers His name is kane but you can rename him if you want We are asking a adoption free of 15000 I need to find him a home soon due to I live in an apartment and cant keep him here long Text me 4797994471 Keri   Yard Sale with a variety of household goods and more Yard sale Friday 7am to 2pm and Saturday 7am Will have some furniture nick knacks books kitchen products some plus size clothing men and womens and much much more Hope you can stop by  1202 N 25th Pl Rogers  Coming from Walmart on Walnut  Go north on 24th St towards Hudson102 Go through the light at Olive St and go to the second road on the left which will be Sunset Make a left and go to the end of the culdesac Will have signs     Location Rogers  its NOT ok to contact this poster with services or other commercial interests    PostingID3410133988     Copyright copy 2012 craigslist inc  terms of use  privacy policy  feedback forum   
USA-SAV-HIN, American Bull DogHeeler mix Puppy Free to good home Jacks is going on 6 months old was born in May We currently have a house with a fenced in yard but are moving to an apartment as soon as we can find Jacks a new home He is a very friendly and affectionate dog and is great with all ages including small children He is not recommended if you have another dogs he is not at all agressive with other dogs but very antimidated by them He is kennel trained and potty trained as long as he gets to go outside throughout the day He also knows the command sit He will come with a 20 lb bag of dog food and his kennel Jacks is free to good home please text 6192410667 if interested   American Bull DogHeeler mix Puppy Free to good home Jacks is going on 6 months old was born in May We currently have a house with a fenced in yard but are moving to an apartment as soon as we can find Jacks a new home He is a very friendly and affectionate dog and is great with all ages including small children He is not recommended if you have another dogs he is not at all agressive with other dogs but very antimidated by them He is kennel trained and potty trained as long as he gets to go outside throughout the day He also knows the command sit He will come with a 20 lb bag of dog food and his kennel Jacks is free to good home please text 6192410667 if interested   Female Jack Russle Terrier puppy I have an eleven week old female jack russle terrier puppy She is a very sweet puppy its just too much with a baby right now She is crate trained for the most part and is working on getting potty trained She will walk and use the potty on a leash We are asking a rehoming fee and a little extra if you want the crate with her Shell come with a collar leash food chew toys and training pads and a runner Please email me Rehoming fee of 50 
